QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150428_001932	$They'll destroy and ravage more lives and then absorb them into the Divine Tree. {nl}We can never forgive them. {nl}They themselves should be returned to the Divine Tree.	그들은 더 많은 생명들을 파괴하고 유린하여 세계수로 흡수시킬 것이다.{nl}더 이상 그들을 용서해선 안 된다.{nl}세계수로 환원시켜야 한다.				아루네의 일지
QUEST_20150428_001933	$The Diary of Sigita	시기타의 일지				
QUEST_20150428_001934	$The demons' filthy bodies fall lifelessly on the wet ground of the Demons' Prison. {nl}They are against us and want to return it to one status.	마족 수감소의 축축한 땅 위에 마족들의 더러운 몸뚱이가 쓰러진다.{nl}이들은 우리의 반대편에 선 자이자 하나의 상태로 되돌리려는 자들이다.{nl}				시기타의 일지
QUEST_20150428_001935	$The vicious energy they release wouldn't disappear without any of the divine power's intervention.	그들이 내뿜는 사악한 기운은 신성한 힘에 의해 모든 형태를 잃고 사라질 것이다.				시기타의 일지
QUEST_20150428_001936	$The Command Letter of Ausrine	아우슈리네의 명령서				
QUEST_20150428_001937	$We will lock those who oppose us in the isolated place between two worlds.	세계와 세계의 틈 사이에 끼인 외딴 곳.{nl}이 곳에 우리의 반대편에 선 자들을 가두어 영원히 격리하리라.				아우슈리네의 명령서
QUEST_20150428_001938	$The Diary of an Unknown Adventurer	이름 모를 모험가의 일지				
QUEST_20150428_001939	$The house of the family cursed with revenge and slaughter welcomed us. {nl}As we stepped into the house, the tangled vines grasped our knees.	배신과 살육으로 저주받은 가문의 저택이 우리를 환영했다.{nl}문을 열고 한 발을 내딛자 바닥에 아무렇게나 얽히고 설킨 덩굴들이 발목을 붙잡는다.{nl}				이름 모를 모험가의 일지
QUEST_20150428_001940	$We released the seals as we defeated the monsters. {nl}The treasures of Legwyn Family are hidden somewhere in this house… {nl}We will find them. 	우리는 몬스터를 해치워가면서 봉인을 풀기 시작했다.{nl}저택 어디엔가 숨겨져있다는 르귄가물의 보물..{nl}우리는 반드시 찾아낼 것이다.				이름 모를 모험가의 일지
QUEST_20150428_001941	Reply of Beikeol	베이키얼의 답장				
QUEST_20150428_001942	{memo X}$I've received your letter. {nl}It's great to hear that the lads of Legwyn family trusts you.	자네의 편지는 잘 받았네.{nl}르귄가의 망할 녀석이 자네를 신뢰하고 있다니 다행이군.{nl}				
QUEST_20150428_001943	{memo X}$I've changed the name on this certificate for you so return the rest of documents to me. {nl}I guarantee either his will or his land document.	이 권리증은 자네 이름으로 내가 변경했으니 나머지 문서들도 보내 놓게.{nl}그의 유서라던가 땅문서도 내가 보증하겠네.{nl}				
QUEST_20150428_001944	{memo X}$I'll provide the down payment like last time. {nl}You take care of everything and as well as the daughter of Legwyn who went overseas to study.	착수금은 저번의 방식대로 지불하도록 하지.{nl}모든 건 자네가 알아서 하고 유학간 르귄의 딸도 처리하도록.				
QUEST_20150428_001945	Purchase Order	주문 내역서				
QUEST_20150428_001946	$As requested, I am sending you the roots of the aconites that we harvested this spring. {nl}They can make stomachaches, dizziness, and pain go away.	요청하신대로 봄에 수확한 바꽃의 덩이뿌리를 보내드립니다.{nl}속 통증과 어지럼증, 진통에 효과를 보실 수 있습니다.{nl}				주문 내역서
QUEST_20150428_001947	$One more thing. Do not consume too much at once, it could be fatal. {nl}Doses should be smaller than the size of a nail and consumed after being melted in liquor.	추신. 절대 한번에 많은 양을 드시지 마십시오. 죽음에 이를 수 있습니다.{nl}반드시 손톱보다 더 적게 떼어 술에 타 드셔야 합니다.				주문 내역서
QUEST_20150428_001948	The Epitaph of the Guard	파수꾼의 묘비				
QUEST_20150428_001949	$As the wind sways, as the leaves fall down. {nl}If falling down, then as falling down. {nl}When I sing my song, the night would come and the sun would go down.	바람이 불면 부는 대로, 나뭇잎이 지면 지는 대로.{nl}스러져야 한다면 스러지는 대로.{nl}나의 노래를 부르면 밤이 오고 해가 지리.{nl}				파수꾼의 묘비
QUEST_20150428_001950	$He rests here after fighting against the herd of evil with the first Paladin.	초대 팔라딘과 함께 악에 무리에 맞서 싸우다 이곳에 잠들다.				파수꾼의 묘비
QUEST_20150428_001951	$Born as a son of a guard. Completed the construction of Tenet Cathedral. He rests here.	파수꾼의 아들로 태어나 테넷 성당을 완공하고 여기에 눕다.				파수꾼의 묘비
QUEST_20150428_001952	$Mother, please don't cry. {nl}I am finally free of the curse.	어머니, 부디 슬퍼하지 마세요.{nl}저는 마침내 저주로부터 자유로워졌습니다.				파수꾼의 묘비
QUEST_20150428_001953	$Finally, you sleep like you are at your mother's house. {nl}You don't have to worry about the pain any more. {nl}You don't have to wait for the salvation from the Goddess.	이제 당신은 마치 어머니 집에 있는 것처럼 잠자고 있네.{nl}살갗이 벌어지는 고통을 두려워할 일도 이제 없지. {nl}여신의 구원을 바랄 일도 이제 없지.{nl}				파수꾼의 묘비
QUEST_20150428_001954	$In the touch of the Goddess. Beside the mother. {nl}Sleeping. Having a sleep. {nl}Me, who is not beside, getting lean and hardened like a winter tree.	여신의 손길에. 어머니의 곁에. {nl}잠자고 있네. 잠들어 있네.{nl}그 곁에 없는 나는 더 마르고 겨울나무처럼 굳었네.				파수꾼의 묘비
QUEST_20150428_001955	$The sons of the guards rest here.	파수꾼의 아들들아 이 곳에 고이 잠들지니라.				안내문
QUEST_20150428_001956	$The Grass of King Zachariel	자카리엘 왕의 사초				
QUEST_20150428_001957	$The king told those who engraved the letters and the symbols onto the hard woods {nl}to abstain from sin, but they lost their memories as the king ordered. {nl}I did it because I was afraid that the demons and the people with malicious intent may steal my artifacts. {nl}However, I don't want to repeat that for my people.	왕께서 가로되,{nl}단단한 석재에 문자와 문양을 새긴 사람들은 아무 죄도 없었으나 짐의 명령에 따라 강제로 자신이 한 일을 잊도록 기억이 지워졌소.{nl}비록 마족이나 사악한 목적을 지닌 자들이 짐의 유산을 탐낼까 두려워 행한 일이기는 하오.{nl}그러나 짐은 가능하다면 백성에게 그 같은 행위를 다시는 되풀이하고 싶지 않소이다.{nl}				자카리엘 왕의 사초
QUEST_20150428_001958	$(The book has rotted so much that nothing inside can be read.)	(책이 많이 삭아 내용이 보이질 않는다){nl}				자카리엘 왕의 사초
QUEST_20150428_001959	$The minister said, {nl}'We already heard the words of His Majesty. {nl}We don't know exactly why, but the reason this royal tomb was built was not to show off, {nl}but to prepare for the forecast that may bring chaos to the kingdom and change the future of the humans. {nl}If we don't do this important task, who will?'	그러자 율형대신이 아뢰길,{nl}이미 우리는 폐하의 말씀을 들은 바 있소이다.{nl}자세한 내막은 모르나 폐하께서 이 왕릉을 지으신 연유는 개인적인 과시욕이 아니고, 장차 왕국에 닥칠 재앙과 나아가 모든 인간의 미래를 좌우할 수도 있는 예언에 대비하는 것이니 이 중요한 일을 우리가 하지 않는다면 누가 한다는 말입니까?				자카리엘 왕의 사초
QUEST_20150428_001960	$Warning Sign for Unauthorized Entrants	무단출입금지 경고문				
QUEST_20150428_001961	$To protect the sacred secret of King Zachariel, no one may enter this facility.	자카리엘 왕의 신성한 비밀을 위해 이 시설물의 출입을 금한다.{nl}				무단출입금지 경고문
QUEST_20150428_001962	$Anyone entering here unauthorized will be punished for their sin.	누구든 허락없이 출입 시 왕명으로 그 죄를 물어 엄벌에 처할 것이다.				무단출입금지 경고문
QUEST_20150428_001963	$The Order to Move Out	퇴거 명령서				
QUEST_20150428_001964	$This facility will soon be shut down. {nl}I ask all construction workers and related people of the royal tomb to move out.	이 시설은 곧 폐쇄될 예정입니다.{nl}모든 건축 인부 및 왕릉 관련자들은 모두 퇴거해 주시길 바랍니다.				퇴거 명령서
QUEST_20150428_001965	$The Diary of Baron Soldier, Chagos	남작 사병 차고스의 일지				
QUEST_20150428_001966	$The magician, who appeared from somewhere, told the ignorant baron that the object is located here.	어디선가 나타난 그 마법사는 어리석은 남작에게 이 곳에 그것이 있다고 꼬드겼다.{nl}				남작 사병 차고스의 일지
QUEST_20150428_001967	$The way to eternal youth. {nl}I can't find the way there: the place where only death awaits.	영원히 죽지도 않고 늙지도 않는 그 비법. {nl}도대체 죽음만이 기다리는 이 곳의 어디에 그런 것이 있단 말인가.				남작 사병 차고스의 일지
QUEST_20150428_001968	$The Crumbling Document	부스러져가는 공문				
QUEST_20150428_001969	$The demon lord, Helgasercle, divided the spirit of the demon lord, Hauberk. {nl}This was used to power the barrier that now surrounds the Mage Tower and then was scattered throughout the kingdom.	마군주 헬가 세르클이 마군주 하우벅의 영혼을 나누어 버렸다.{nl}그의 영혼은 마법사의 탑을 에워싸는 결계의 초석이 되어 왕국 곳곳에 흩뿌려졌다.{nl}				부스러져가는 공문
QUEST_20150428_001970	$Many magicians came to break the barrier, but they could not succeed with just the foundations stones that were gathered at the tower.	그 결계를 해제하기위해 많은 마법사가 달려들었지만 탑에 모인 초석으로는 충분한 결과를 얻을 수 없다.{nl}				부스러져가는 공문
QUEST_20150428_001971	$To all adventurers of the kingdom, {nl}the Mage Tower offers gold to those who bring back the fragments of Hauberk's spirit.	왕국의 모든 모험가들이여. {nl}마법사의 탑은 하우벅의 영혼을 모아오는 자에게 충분한 금을 사례하겠다.				부스러져가는 공문
QUEST_20150428_001972	$The Order to Defeat the Demons	마족 처단 명령서				
QUEST_20150428_001973	$I hereby order in the name of Vakarine! {nl}After Medis Diena, they can no longer be forgiven. {nl}They are trying to expand their power by penetrating into the crack that was created in the barrier.	바카리네의 이름으로 명한다.{nl}신수의 날 이후 도저히 그들은 용서받을 수 없는 지경에 이르렀다.{nl}게다가 그들은 나의 결계에 새겨진 전이 틈새를 타고 이 수감소에 세력 확장을 꾀하고 있다.{nl}				마족 처단 명령서
QUEST_20150428_001974	$All the Cupols here shall defeat demon lords Boolut, Nuaelle, and Baltrus first. {nl}The enemy will panic without their commanders and will be easier to defeat.	이 곳의 모든 큐폴들은 마군주 블룻, 누아엘레, 발트러스를 먼저 처단하도록 하라.{nl}그리하면 수장을 잃은 세력은 자연히 와해되어 나머지 잔당들을 처리하기 쉬울 것이다.{nl}				마족 처단 명령서
QUEST_20150428_001975	$Cupols who can't attack should concentrate on blocking the crack. {nl}We can't allow more demons from going to the demon lords.	전투가 불가능한 큐폴들은 전이 틈새를 막는 데에 집중하도록 하라.{nl}더 많은 마족들이 수감소 내의 마군주에게 합류하는 것을 막아야 한다.				마족 처단 명령서
QUEST_20150428_001976	$How should I live from now on? {nl}I should have moved to Klaipeda.	앞으로 어떻게 살아가야 하죠?{nl}역시 클라페다로 이사갈껄 그랬나봐요.				피난민 아내
QUEST_20150428_001977	{memo X}$Since you've placed them into the inventory, you can read them anytime.	인벤토리에 넣어 두었으니 언제든 꺼내어 읽어 보자.				
QUEST_20150428_001978	$The power of Mirtis was so overwhelming that Cunningham had to make an important decision.	하지만 미르티스의 힘은 엄청났기에 커닝햄은 중요한 결단을 내릴 수밖에 없었다.{nl}				커닝햄의 전설
QUEST_20150428_001979	{memo X}$I hear that more and more monsters are appearing in the Baron Arleruno's land. {nl}Please defeat those monsters before they take any innocent lives.	아렐르노 남작령에서 알 수 없는 이유로 몬스터가 급증하고 있다고 합니다.{nl}인명 피해가 발생하기 전에 그 몬스터들을 처리해 주십시오.				
QUEST_20150428_001980	{memo X}$According to the information I've gathered from the wings of Baibora, the demons come out in groups from a place called Demon's Prison. {nl}Please help us with this to prevent a greater chaos from happening.	바이보라의 날개에서 입수한 정보로는 마족 수감소라는 곳에서 마족들이 쏟아져 나올지도 모른다고 합니다.{nl}더 큰 재앙이 벌어지지 않도록 지원을 부탁드립니다.				
